YEAR ,ROUND ,SEED 1,TEAM 1,SCORE 2,SEED 2,TEAM 2,SCORE ,Upset,Upset Val,W_Team,W_Seed,L_Seed,W_Score,L_Score,Difference,LowerSeed,HigherSeed
2009,Sweet 16,3,Syracuse,71,2,Oklahoma,84,Not Upset,0,Oklahoma,2,3,84,71,13,2,3
2009,First Round,3,Villanova,80,14,American,67,Not Upset,0,Villanova,3,14,80,67,13,3,14
2009,First Round,4,Washington,71,13,Mississippi State,58,Not Upset,0,Washington,4,13,71,58,13,4,13
2008,First Round,8,UNLV,71,9,Kent State,58,Not Upset,0,UNLV,8,9,71,58,13,8,9
2013,First Round,5,Oklahoma State,55,12,Oregon,68,Upset,1,Oregon,12,5,68,55,13,5,12
2007,First Round,7,Indiana,70,10,Gonzaga,57,Not Upset,0,Indiana,7,10,70,57,13,7,10
2010,First Round,5,Temple,65,12,Cornell,78,Upset,1,Cornell,12,5,78,65,13,5,12
2007,First Round,2,Wisconsin,76,15,Texas A&M-Corpus Christi,63,Not Upset,0,Wisconsin,2,15,76,63,13,2,15
2009,First Round,5,Utah,71,12,Arizona,84,Upset,1,Arizona,12,5,84,71,13,5,12
2006,First Round,1,Connecticut,72,16,Albany (N.Y.),59,Not Upset,0,Connecticut,1,16,72,59,13,1,16
2006,First Round,8,Kentucky,72,9,Alabama-Birmingham,59,Not Upset,0,Kentucky,8,9,72,59,13,8,9
2006,Second Round,12,Montana,56,4,Boston College,69,Not Upset,0,Boston College,4,12,69,56,13,4,12
2006,First Round,1,Villanova,58,16,Monmouth,45,Not Upset,0,Villanova,1,16,58,45,13,1,16
2006,Second Round,6,West Virginia,67,14,Northwestern State,54,Not Upset,0,West Virginia,6,14,67,54,13,6,14
2005,First Round,3,Arizona,66,14,Utah State,53,Not Upset,0,Arizona,3,14,66,53,13,3,14
2002,First Round,5,Miami (Fla.),80,12,Missouri,93,Upset,1,Missouri,12,5,93,80,13,5,12
2005,First Round,2,Oklahoma State,63,15,Southeastern Louisiana,50,Not Upset,0,Oklahoma State,2,15,63,50,13,2,15
1999,Second Round,5,Charlotte,72,13,Oklahoma,85,Upset,1,Oklahoma,13,5,85,72,13,5,13
2004,First Round,6,Vanderbilt,71,11,Western Michigan,58,Not Upset,0,Vanderbilt,6,11,71,58,13,6,11
2015,First Round,6,Providence,53,11,Dayton,66,Upset,1,Dayton,11,6,66,53,13,6,11
2002,Second Round,6,California,50,3,Pittsburgh,63,Not Upset,0,Pittsburgh,3,6,63,50,13,3,6
2008,First Round,6,Southern California,67,11,Kansas State,80,Upset,1,Kansas State,11,6,80,67,13,6,11
2002,First Round,6,Texas,70,11,Boston College,57,Not Upset,0,Texas,6,11,70,57,13,6,11
2002,Second Round,7,Xavier,65,2,Oklahoma,78,Not Upset,0,Oklahoma,2,7,78,65,13,2,7
2001,Sweet 16,1,Duke,76,4,UCLA,63,Not Upset,0,Duke,1,4,76,63,13,1,4
2001,Second Round,1,Duke,94,9,Missouri,81,Not Upset,0,Duke,1,9,94,81,13,1,9
2001,First Round,3,Florida,69,14,Western Kentucky,56,Not Upset,0,Florida,3,14,69,56,13,3,14
2001,Second Round,7,Iowa,79,2,Kentucky,92,Not Upset,0,Kentucky,2,7,92,79,13,2,7
2001,First Round,7,Iowa,69,10,Creighton,56,Not Upset,0,Iowa,7,10,69,56,13,7,10
2003,Second Round,6,Maryland,77,3,Xavier,64,Upset,1,Maryland,6,3,77,64,13,3,6
2001,Sweet 16,1,Stanford,78,5,Cincinnati,65,Not Upset,0,Stanford,1,5,78,65,13,1,5
2001,First Round,4,UCLA,61,13,Hofstra,48,Not Upset,0,UCLA,4,13,61,48,13,4,13
2000,Second Round,6,Miami (Fla.),75,3,Ohio State,62,Upset,1,Miami (Fla.),6,3,75,62,13,3,6
2000,National Championship,1,Michigan State,89,5,Florida,76,Not Upset,0,Michigan State,1,5,89,76,13,1,5
1996,First Round,6,Indiana,51,11,Boston College,64,Upset,1,Boston College,11,6,64,51,13,6,11
1999,First Round,5,Iowa,77,12,Alabama-Birmingham,64,Not Upset,0,Iowa,5,12,77,64,13,5,12
1990,Sweet 16,6,Xavier,89,10,Texas,102,Upset,1,Texas,10,6,102,89,13,6,10
1998,Sweet 16,1,Duke,80,5,Syracuse,67,Not Upset,0,Duke,1,5,80,67,13,1,5
1998,First Round,5,Illinois,64,12,South Alabama,51,Not Upset,0,Illinois,5,12,64,51,13,5,12
2015,Second Round,7,Wichita State,78,2,Kansas,65,Upset,1,Wichita State,7,2,78,65,13,2,7
1997,First Round,6,Illinois,90,11,Southern California,77,Not Upset,0,Illinois,6,11,90,77,13,6,11
1997,First Round,8,Iowa,73,9,Virginia,60,Not Upset,0,Iowa,8,9,73,60,13,8,9
1997,Elite Eight,1,Kentucky,72,2,Utah,59,Not Upset,0,Kentucky,1,2,72,59,13,1,2
2009,First Round,7,California,71,10,Maryland,84,Upset,1,Maryland,10,7,84,71,13,7,10
1997,First Round,6,Stanford,80,11,Oklahoma,67,Not Upset,0,Stanford,6,11,80,67,13,6,11
1997,Second Round,7,Xavier,83,2,UCLA,96,Not Upset,0,UCLA,2,7,96,83,13,2,7
2003,First Round,7,Memphis,71,10,Arizona State,84,Upset,1,Arizona State,10,7,84,71,13,7,10
1996,Second Round,7,Temple,65,2,Cincinnati,78,Not Upset,0,Cincinnati,2,7,78,65,13,2,7
1995,Final Four,4,Oklahoma State,61,1,UCLA,74,Not Upset,0,UCLA,1,4,74,61,13,1,4
1997,First Round,7,Wisconsin,58,10,Texas,71,Upset,1,Texas,10,7,71,58,13,7,10
1994,First Round,3,Kentucky,83,14,Tennessee State,70,Not Upset,0,Kentucky,3,14,83,70,13,3,14
1991,First Round,7,Virginia,48,10,Brigham Young,61,Upset,1,Brigham Young,10,7,61,48,13,7,10
1994,Second Round,1,Missouri,109,9,Wisconsin,96,Not Upset,0,Missouri,1,9,109,96,13,1,9
1994,Second Round,7,Virginia,58,2,Arizona,71,Not Upset,0,Arizona,2,7,71,58,13,2,7
1993,Sweet 16,1,Indiana,82,4,Louisville,69,Not Upset,0,Indiana,1,4,82,69,13,1,4
1993,First Round,4,Iowa,82,13,Louisiana-Monroe,69,Not Upset,0,Iowa,4,13,82,69,13,4,13
2018,First Round,8,Missouri,54,9,Florida State,67,Upset,1,Florida State,9,8,67,54,13,8,9
1992,Second Round,1,Duke,75,9,Iowa,62,Not Upset,0,Duke,1,9,75,62,13,1,9
2009,First Round,8,Brigham Young,66,9,Texas A&M,79,Upset,1,Texas A&M,9,8,79,66,13,8,9
1991,First Round,2,Arizona,93,15,St. Francis (Pa.),80,Not Upset,0,Arizona,2,15,93,80,13,2,15
1991,First Round,3,Oklahoma State,67,14,New Mexico,54,Not Upset,0,Oklahoma State,3,14,67,54,13,3,14
1991,Second Round,10,Temple,77,15,Richmond,64,Not Upset,0,Temple,10,15,77,64,13,10,15
2000,Sweet 16,8,Wisconsin,61,4,LSU,48,Upset,1,Wisconsin,8,4,61,48,13,4,8
1990,First Round,8,North Carolina,83,9,Missouri State,70,Not Upset,0,North Carolina,8,9,83,70,13,8,9
1996,First Round,8,Green Bay,48,9,Virginia Tech,61,Upset,1,Virginia Tech,9,8,61,48,13,8,9
1989,Second Round,11,Minnesota,80,14,Siena,67,Not Upset,0,Minnesota,11,14,80,67,13,11,14
1989,First Round,8,St. Mary's (Cal.),70,9,Clemson,83,Upset,1,Clemson,9,8,83,70,13,8,9
1988,First Round,4,Kansas State,66,13,La Salle,53,Not Upset,0,Kansas State,4,13,66,53,13,4,13
1988,Sweet 16,6,Kansas,77,7,Vanderbilt,64,Not Upset,0,Kansas,6,7,77,64,13,6,7
1988,First Round,6,Kansas,85,11,Xavier,72,Not Upset,0,Kansas,6,11,85,72,13,6,11
2002,Second Round,10,Kent State,71,2,Alabama,58,Upset,1,Kent State,10,2,71,58,13,2,10
1987,Sweet 16,1,Georgetown,70,5,Kansas,57,Not Upset,0,Georgetown,1,5,70,57,13,1,5
1987,First Round,5,Notre Dame,84,12,Middle Tennessee State,71,Not Upset,0,Notre Dame,5,12,84,71,13,5,12
1985,First Round,3,Duke,75,14,Pepperdine,62,Not Upset,0,Duke,3,14,75,62,13,3,14
1985,First Round,1,Oklahoma,96,16,North Carolina A&T,83,Not Upset,0,Oklahoma,1,16,96,83,13,1,16
1985,Second Round,5,Southern Methodist,57,4,Loyola (Ill.),70,Not Upset,0,Loyola (Ill.),4,5,70,57,13,4,5
1985,Second Round,11,UTEP,73,3,North Carolina State,86,Not Upset,0,North Carolina State,3,11,86,73,13,3,11
2019,Second Round,1,Gonzaga,83,9,Baylor,71,Not Upset,0,Gonzaga,1,9,83,71,12,1,9
2016,Elite Eight,1,Oregon,68,2,Oklahoma,80,Upset,1,Oklahoma,2,1,80,68,12,1,2
2019,Second Round,1,Virginia,63,9,Oklahoma,51,Not Upset,0,Virginia,1,9,63,51,12,1,9
2009,Elite Eight,1,Louisville,52,2,Michigan State,64,Upset,1,Michigan State,2,1,64,52,12,1,2
2018,Final Four,11,Loyola (Ill.),57,3,Michigan,69,Not Upset,0,Michigan,3,11,69,57,12,3,11
2007,Elite Eight,1,North Carolina,84,2,Georgetown,96,Upset,1,Georgetown,2,1,96,84,12,1,2
2018,Elite Eight,1,Villanova,71,3,Texas Tech,59,Not Upset,0,Villanova,1,3,71,59,12,1,3
2018,Sweet 16,1,Villanova,90,5,West Virginia,78,Not Upset,0,Villanova,1,5,90,78,12,1,5
2017,First Round,4,Butler,76,13,Winthrop,64,Not Upset,0,Butler,4,13,76,64,12,4,13
2017,Second Round,6,Cincinnati,67,3,UCLA,79,Not Upset,0,UCLA,3,6,79,67,12,3,6
2017,Sweet 16,1,North Carolina,92,4,Butler,80,Not Upset,0,North Carolina,1,4,92,80,12,1,4
2017,Second Round,5,Notre Dame,71,4,West Virginia,83,Not Upset,0,West Virginia,4,5,83,71,12,4,5
2016,Second Round,1,Kansas,73,9,Connecticut,61,Not Upset,0,Kansas,1,9,73,61,12,1,9
1991,Elite Eight,1,Arkansas,81,3,Kansas,93,Upset,1,Kansas,3,1,93,81,12,1,3
2015,First Round,8,San Diego State,76,9,St. John's,64,Not Upset,0,San Diego State,8,9,76,64,12,8,9
2015,Sweet 16,11,UCLA,62,2,Gonzaga,74,Not Upset,0,Gonzaga,2,11,74,62,12,2,11
2015,First Round,2,Virginia,79,15,Belmont,67,Not Upset,0,Virginia,2,15,79,67,12,2,15
2014,Play-In,16,Cal-Poly,81,16,Texas Southern,69,Not Upset,0,Cal-Poly,16,16,81,69,12,16,16
2014,First Round,1,Florida,67,16,Albany (N.Y.),55,Not Upset,0,Florida,1,16,67,55,12,1,16
2013,First Round,6,Butler,68,11,Bucknell,56,Not Upset,0,Butler,6,11,68,56,12,6,11
2013,First Round,8,Colorado State,84,9,Missouri,72,Not Upset,0,Colorado State,8,9,84,72,12,8,9
2013,First Round,2,Duke,73,15,Albany (N.Y.),61,Not Upset,0,Duke,2,15,73,61,12,2,15
2013,Sweet 16,3,Florida,62,15,Florida Gulf Coast,50,Not Upset,0,Florida,3,15,62,50,12,3,15
2013,Second Round,1,Kansas,70,8,North Carolina,58,Not Upset,0,Kansas,1,8,70,58,12,1,8
2012,Elite Eight,1,Kentucky,82,3,Baylor,70,Not Upset,0,Kentucky,1,3,82,70,12,1,3
2012,Sweet 16,1,Kentucky,102,4,Indiana,90,Not Upset,0,Kentucky,1,4,102,90,12,1,4
2012,Play-In,16,Lamar,59,16,Vermont,71,Not Upset,0,Vermont,16,16,71,59,12,16,16
2012,Second Round,10,Xavier,70,15,Lehigh,58,Not Upset,0,Xavier,10,15,70,58,12,10,15
2011,National Championship,3,Connecticut,53,8,Butler,41,Not Upset,0,Connecticut,3,8,53,41,12,3,8
2010,Second Round,7,Brigham Young,72,2,Kansas State,84,Not Upset,0,Kansas State,2,7,84,72,12,2,7
2010,First Round,4,Maryland,89,13,Houston,77,Not Upset,0,Maryland,4,13,89,77,12,4,13
2009,Sweet 16,1,Connecticut,72,5,Purdue,60,Not Upset,0,Connecticut,1,5,72,60,12,1,5
2009,Elite Eight,1,North Carolina,72,2,Oklahoma,60,Not Upset,0,North Carolina,1,2,72,60,12,1,2
2008,Second Round,12,Villanova,84,13,Siena,72,Not Upset,0,Villanova,12,13,84,72,12,12,13
2008,First Round,3,Xavier,73,14,Georgia,61,Not Upset,0,Xavier,3,14,73,61,12,3,14
2007,Second Round,1,Kansas,88,8,Kentucky,76,Not Upset,0,Kansas,1,8,88,76,12,1,8
2007,First Round,4,Maryland,82,13,Davidson,70,Not Upset,0,Maryland,4,13,82,70,12,4,13
2007,First Round,4,Texas,79,13,New Mexico State,67,Not Upset,0,Texas,4,13,79,67,12,4,13
2006,First Round,4,Boston College,88,13,Pacific,76,Not Upset,0,Boston College,4,13,88,76,12,4,13
2005,First Round,7,Cincinnati,76,10,Iowa,64,Not Upset,0,Cincinnati,7,10,76,64,12,7,10
2005,First Round,5,Georgia Tech,80,12,George Washington,68,Not Upset,0,Georgia Tech,5,12,80,68,12,5,12
2005,Second Round,1,Illinois,71,9,Nevada,59,Not Upset,0,Illinois,1,9,71,59,12,1,9
2005,First Round,1,Illinois,67,16,Fairleigh Dickinson,55,Not Upset,0,Illinois,1,16,67,55,12,1,16
2000,Elite Eight,5,Florida,77,3,Oklahoma State,65,Upset,1,Florida,5,3,77,65,12,3,5
2005,First Round,6,Texas Tech,78,11,UCLA,66,Not Upset,0,Texas Tech,6,11,78,66,12,6,11
1996,First Round,5,Memphis,63,12,Drexel,75,Upset,1,Drexel,12,5,75,63,12,5,12
2004,Sweet 16,3,Pittsburgh,51,2,Oklahoma State,63,Not Upset,0,Oklahoma State,2,3,63,51,12,2,3
2004,First Round,6,Wisconsin,76,11,Richmond,64,Not Upset,0,Wisconsin,6,11,76,64,12,6,11
1986,Second Round,5,Michigan State,80,4,Georgetown,68,Upset,1,Michigan State,5,4,80,68,12,4,5
1985,Second Round,5,Louisiana Tech,79,4,Ohio State,67,Upset,1,Louisiana Tech,5,4,79,67,12,4,5
2017,First Round,6,Creighton,72,11,Rhode Island,84,Upset,1,Rhode Island,11,6,84,72,12,6,11
2003,Second Round,6,Oklahoma State,56,3,Syracuse,68,Not Upset,0,Syracuse,3,6,68,56,12,3,6
2003,First Round,3,Xavier,71,14,Troy,59,Not Upset,0,Xavier,3,14,71,59,12,3,14
2002,Second Round,12,Creighton,60,4,Illinois,72,Not Upset,0,Illinois,4,12,72,60,12,4,12
2002,National Championship,5,Indiana,52,1,Maryland,64,Not Upset,0,Maryland,1,5,64,52,12,1,5
2002,Elite Eight,5,Indiana,81,10,Kent State,69,Not Upset,0,Indiana,5,10,81,69,12,5,10
2002,First Round,3,Mississippi State,70,14,McNeese State,58,Not Upset,0,Mississippi State,3,14,70,58,12,3,14
2002,Sweet 16,11,Southern Illinois,59,2,Connecticut,71,Not Upset,0,Connecticut,2,11,71,59,12,2,11
2002,First Round,7,Xavier,70,10,Hawaii,58,Not Upset,0,Xavier,7,10,70,58,12,7,10
2001,First Round,6,Notre Dame,83,11,Xavier,71,Not Upset,0,Notre Dame,6,11,83,71,12,6,11
2000,Final Four,5,Florida,71,8,North Carolina,59,Not Upset,0,Florida,5,8,71,59,12,5,8
2000,Second Round,1,Michigan State,73,8,Utah,61,Not Upset,0,Michigan State,1,8,73,61,12,1,8
1997,Second Round,6,Illinois,63,14,Chattanooga,75,Upset,1,Chattanooga,14,6,75,63,12,6,14
1994,Second Round,6,Marquette,75,3,Kentucky,63,Upset,1,Marquette,6,3,75,63,12,3,6
2000,Final Four,8,Wisconsin,41,1,Michigan State,53,Not Upset,0,Michigan State,1,8,53,41,12,1,8
1999,Second Round,10,Creighton,63,2,Maryland,75,Not Upset,0,Maryland,2,10,75,63,12,2,10
1999,First Round,2,Stanford,69,15,Alcorn State,57,Not Upset,0,Stanford,2,15,69,57,12,2,15
1998,First Round,4,Michigan State,83,13,Eastern Michigan,71,Not Upset,0,Michigan State,4,13,83,71,12,4,13
1998,Second Round,5,Princeton,51,4,Michigan State,63,Not Upset,0,Michigan State,4,5,63,51,12,4,5
1998,First Round,5,Princeton,69,12,UNLV,57,Not Upset,0,Princeton,5,12,69,57,12,5,12
2014,Second Round,7,Connecticut,77,2,Villanova,65,Upset,1,Connecticut,7,2,77,65,12,2,7
1997,First Round,7,Charlotte,79,10,Georgetown,67,Not Upset,0,Charlotte,7,10,79,67,12,7,10
1997,First Round,4,Clemson,68,13,Miami (Ohio),56,Not Upset,0,Clemson,4,13,68,56,12,4,13
1997,First Round,6,Iowa State,69,11,Illinois State,57,Not Upset,0,Iowa State,6,11,69,57,12,6,11
1997,First Round,7,Xavier,80,10,Vanderbilt,68,Not Upset,0,Xavier,7,10,80,68,12,7,10
2005,First Round,7,Charlotte,63,10,North Carolina State,75,Upset,1,North Carolina State,10,7,75,63,12,7,10
1996,First Round,2,Wake Forest,62,15,Louisiana-Monroe,50,Not Upset,0,Wake Forest,2,15,62,50,12,2,15
1999,First Round,7,Minnesota,63,10,Gonzaga,75,Upset,1,Gonzaga,10,7,75,63,12,7,10
1995,Second Round,6,Tulsa,64,14,Old Dominion,52,Not Upset,0,Tulsa,6,14,64,52,12,6,14
1995,First Round,4,Utah,76,13,Long Beach State,64,Not Upset,0,Utah,4,13,76,64,12,4,13
1996,First Round,7,Maryland,79,10,Santa Clara,91,Upset,1,Santa Clara,10,7,91,79,12,7,10
1994,Second Round,1,Arkansas,85,9,Georgetown,73,Not Upset,0,Arkansas,1,9,85,73,12,1,9
1994,First Round,2,Duke,82,15,Texas Southern,70,Not Upset,0,Duke,2,15,82,70,12,2,15
1994,Second Round,10,George Washington,63,2,Connecticut,75,Not Upset,0,Connecticut,2,10,75,63,12,2,10
1994,First Round,5,Indiana,84,12,Ohio,72,Not Upset,0,Indiana,5,12,84,72,12,5,12
1994,Sweet 16,3,Louisville,70,2,Arizona,82,Not Upset,0,Arizona,2,3,82,70,12,2,3
1990,First Round,7,Georgia,88,10,Texas,100,Upset,1,Texas,10,7,100,88,12,7,10
1994,Second Round,11,Penn,58,3,Florida,70,Not Upset,0,Florida,3,11,70,58,12,3,11
1986,Second Round,7,Navy,97,2,Syracuse,85,Upset,1,Navy,7,2,97,85,12,2,7
1993,First Round,3,Florida State,82,14,Evansville,70,Not Upset,0,Florida State,3,14,82,70,12,3,14
1993,First Round,5,Oklahoma State,74,12,Marquette,62,Not Upset,0,Oklahoma State,5,12,74,62,12,5,12
1993,First Round,6,Virginia,78,11,Manhattan,66,Not Upset,0,Virginia,6,11,78,66,12,6,11
1992,Sweet 16,1,Duke,81,4,Seton Hall,69,Not Upset,0,Duke,1,4,81,69,12,1,4
1992,Second Round,5,Michigan State,65,4,Cincinnati,77,Not Upset,0,Cincinnati,4,5,77,65,12,4,5
1992,Second Round,6,Michigan,102,14,East Tennessee State,90,Not Upset,0,Michigan,6,14,102,90,12,6,14
1991,Second Round,10,Brigham Young,69,2,Arizona,81,Not Upset,0,Arizona,2,10,81,69,12,2,10
1991,Second Round,11,Creighton,69,3,Seton Hall,81,Not Upset,0,Seton Hall,3,11,81,69,12,3,11
2007,First Round,8,Marquette,49,9,Michigan State,61,Upset,1,Michigan State,9,8,61,49,12,8,9
1991,Elite Eight,1,UNLV,77,3,Seton Hall,65,Not Upset,0,UNLV,1,3,77,65,12,1,3
2001,First Round,8,California,70,9,Fresno State,82,Upset,1,Fresno State,9,8,82,70,12,8,9
1990,First Round,2,Arizona,79,15,South Florida,67,Not Upset,0,Arizona,2,15,79,67,12,2,15
2011,First Round,3,Purdue,65,14,St. Peter's,43,Not Upset,0,Purdue,3,14,65,43,22,3,14
1990,First Round,7,UCLA,68,10,Alabama-Birmingham,56,Not Upset,0,UCLA,7,10,68,56,12,7,10
1989,Second Round,1,Illinois,72,9,Ball State,60,Not Upset,0,Illinois,1,9,72,60,12,1,9
1989,First Round,4,UNLV,68,13,Idaho,56,Not Upset,0,UNLV,4,13,68,56,12,4,13
1985,Elite Eight,8,Villanova,56,2,North Carolina,44,Upset,1,Villanova,8,2,56,44,12,2,8
1988,First Round,5,Georgia Tech,90,12,Iowa State,78,Not Upset,0,Georgia Tech,5,12,90,78,12,5,12
1987,First Round,6,Florida,82,11,North Carolina State,70,Not Upset,0,Florida,6,11,82,70,12,6,11
1987,Second Round,1,North Carolina,109,9,Michigan,97,Not Upset,0,North Carolina,1,9,109,97,12,1,9
2001,Sweet 16,11,Temple,84,7,Penn State,72,Upset,1,Temple,11,7,84,72,12,7,11
1986,First Round,3,North Carolina,84,14,Utah,72,Not Upset,0,North Carolina,3,14,84,72,12,3,14
1985,Sweet 16,1,Georgetown,65,4,Loyola (Ill.),53,Not Upset,0,Georgetown,1,4,65,53,12,1,4
1985,First Round,2,Memphis,67,15,Penn,55,Not Upset,0,Memphis,2,15,67,55,12,2,15
2019,Play-In,11,Belmont,81,11,Temple,70,Not Upset,0,Belmont,11,11,81,70,11,11,11
2019,First Round,2,Michigan State,76,15,Bradley,65,Not Upset,0,Michigan State,2,15,76,65,11,2,15
2013,Sweet 16,1,Indiana,50,4,Syracuse,61,Upset,1,Syracuse,4,1,61,50,11,1,4
2018,First Round,5,Clemson,79,12,New Mexico State,68,Not Upset,0,Clemson,5,12,79,68,11,5,12
2018,First Round,8,Seton Hall,94,9,North Carolina State,83,Not Upset,0,Seton Hall,8,9,94,83,11,8,9
2017,First Round,5,Iowa State,84,12,Nevada,73,Not Upset,0,Iowa State,5,12,84,73,11,5,12
2003,Final Four,1,Texas,84,3,Syracuse,95,Upset,1,Syracuse,3,1,95,84,11,1,3
2017,Sweet 16,3,UCLA,75,2,Kentucky,86,Not Upset,0,Kentucky,2,3,86,75,11,2,3
2016,First Round,3,Utah,80,14,Fresno State,69,Not Upset,0,Utah,3,14,80,69,11,3,14
2015,Sweet 16,3,Notre Dame,81,7,Wichita State,70,Not Upset,0,Notre Dame,3,7,81,70,11,3,7
2014,Sweet 16,1,Florida,79,4,UCLA,68,Not Upset,0,Florida,1,4,79,68,11,1,4
2014,First Round,2,Kansas,80,15,Eastern Kentucky,69,Not Upset,0,Kansas,2,15,80,69,11,2,15
2014,First Round,1,Virginia,70,16,Coastal Carolina,59,Not Upset,0,Virginia,1,16,70,59,11,1,16
2013,First Round,3,Michigan State,65,14,Valparaiso,54,Not Upset,0,Michigan State,3,14,65,54,11,3,14
2009,Sweet 16,3,Missouri,102,2,Memphis,91,Upset,1,Missouri,3,2,102,91,11,2,3
2012,Play-In,12,California,54,12,South Florida,65,Not Upset,0,South Florida,12,12,65,54,11,12,12
2011,Second Round,6,Cincinnati,58,3,Connecticut,69,Not Upset,0,Connecticut,3,6,69,58,11,3,6
2016,First Round,4,California,66,13,Hawaii,77,Upset,1,Hawaii,13,4,77,66,11,4,13
2010,First Round,6,Xavier,65,11,Minnesota,54,Not Upset,0,Xavier,6,11,65,54,11,6,11
2009,Second Round,6,Arizona State,67,3,Syracuse,78,Not Upset,0,Syracuse,3,6,78,67,11,3,6
2009,First Round,2,Memphis,81,15,Cal State Northridge,70,Not Upset,0,Memphis,2,15,81,70,11,2,15
2009,Second Round,12,Wisconsin,49,4,Xavier,60,Not Upset,0,Xavier,4,12,60,49,11,4,12
2015,Second Round,5,Utah,75,4,Georgetown,64,Upset,1,Utah,5,4,75,64,11,4,5
2008,First Round,5,Michigan State,72,12,Temple,61,Not Upset,0,Michigan State,5,12,72,61,11,5,12
2019,First Round,3,Purdue,61,14,Old Dominion,48,Not Upset,0,Purdue,3,14,61,48,13,3,14
2013,First Round,5,Wisconsin,46,12,Mississippi,57,Upset,1,Mississippi,12,5,57,46,11,5,12
2007,First Round,5,Butler,57,12,Old Dominion,46,Not Upset,0,Butler,5,12,57,46,11,5,12
2008,Second Round,5,Michigan State,65,4,Pittsburgh,54,Upset,1,Michigan State,5,4,65,54,11,4,5
2005,Second Round,5,Villanova,76,4,Florida,65,Upset,1,Villanova,5,4,76,65,11,4,5
2005,First Round,1,Duke,57,16,Delaware State,46,Not Upset,0,Duke,1,16,57,46,11,1,16
2005,Second Round,5,Michigan State,72,13,Vermont,61,Not Upset,0,Michigan State,5,13,72,61,11,5,13
1999,First Round,5,Wisconsin,32,12,Missouri State,43,Upset,1,Missouri State,12,5,43,32,11,5,12
2005,First Round,1,Washington,88,16,Montana,77,Not Upset,0,Washington,1,16,88,77,11,1,16
2004,First Round,6,North Carolina,63,11,Air Force,52,Not Upset,0,North Carolina,6,11,63,52,11,6,11
2017,First Round,6,Maryland,65,11,Xavier,76,Upset,1,Xavier,11,6,76,65,11,6,11
2003,Sweet 16,1,Oklahoma,65,12,Butler,54,Not Upset,0,Oklahoma,1,12,65,54,11,1,12
2002,First Round,2,Connecticut,78,15,Hampton,67,Not Upset,0,Connecticut,2,15,78,67,11,2,15
2002,First Round,1,Kansas,70,16,Holy Cross,59,Not Upset,0,Kansas,1,16,70,59,11,1,16
2011,First Round,6,Xavier,55,11,Marquette,66,Upset,1,Marquette,11,6,66,55,11,6,11
2002,First Round,7,North Carolina State,69,10,Michigan State,58,Not Upset,0,North Carolina State,7,10,69,58,11,7,10
2001,Final Four,1,Duke,95,3,Maryland,84,Not Upset,0,Duke,1,3,95,84,11,1,3
2000,Elite Eight,1,Michigan State,75,2,Iowa State,64,Not Upset,0,Michigan State,1,2,75,64,11,1,2
1999,First Round,5,Charlotte,81,12,Rhode Island,70,Not Upset,0,Charlotte,5,12,81,70,11,5,12
1989,First Round,6,Kansas State,75,11,Minnesota,86,Upset,1,Minnesota,11,6,86,75,11,6,11
1998,Elite Eight,1,North Carolina,75,2,Connecticut,64,Not Upset,0,North Carolina,1,2,75,64,11,1,2
1996,Second Round,12,Drexel,58,4,Syracuse,69,Not Upset,0,Syracuse,4,12,69,58,11,4,12
1996,First Round,3,Georgia Tech,90,14,Austin Peay,79,Not Upset,0,Georgia Tech,3,14,90,79,11,3,14
1996,Second Round,7,New Mexico,62,2,Georgetown,73,Not Upset,0,Georgetown,2,7,73,62,11,2,7
1995,National Championship,2,Arkansas,78,1,UCLA,89,Not Upset,0,UCLA,1,2,89,78,11,1,2
2000,First Round,7,Louisville,66,10,Gonzaga,77,Upset,1,Gonzaga,10,7,77,66,11,7,10
1994,Second Round,7,Michigan State,74,2,Duke,85,Not Upset,0,Duke,2,7,85,74,11,2,7
1994,First Round,7,Michigan State,84,10,Seton Hall,73,Not Upset,0,Michigan State,7,10,84,73,11,7,10
1994,Second Round,5,Wake Forest,58,4,Kansas,69,Not Upset,0,Kansas,4,5,69,58,11,4,5
1993,Second Round,7,Temple,68,15,Santa Clara,57,Not Upset,0,Temple,7,15,68,57,11,7,15
1992,First Round,3,Arkansas,80,14,Murray St.,69,Not Upset,0,Arkansas,3,14,80,69,11,3,14
1992,Sweet 16,3,Florida State,74,2,Indiana,85,Not Upset,0,Indiana,2,3,85,74,11,2,3
1992,First Round,7,LSU,94,10,Brigham Young,83,Not Upset,0,LSU,7,10,94,83,11,7,10
1992,First Round,5,Missouri,89,12,West Virginia,78,Not Upset,0,Missouri,5,12,89,78,11,5,12
2011,First Round,8,UNLV,62,9,Illinois,73,Upset,1,Illinois,9,8,73,62,11,8,9
2005,First Round,8,Minnesota,53,9,Iowa State,64,Upset,1,Iowa State,9,8,64,53,11,8,9
1991,First Round,1,Ohio State,97,16,Towson,86,Not Upset,0,Ohio State,1,16,97,86,11,1,16
1991,Second Round,6,Pittsburgh,66,3,Kansas,77,Not Upset,0,Kansas,3,6,77,66,11,3,6
